ad_archive_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages,creation_date,start_date,stop_date,pct_young_male
1.26356E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Kamala’s reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",Is Your Family Safe From Kamala's Border Crisis?,www.learnaboutkamala.com,,"lower_bound: 2000, upper_bound: 2999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.00324},{""age"":""18-24"",""gender"":""male"",""percentage"":0.116091},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.00054},{""age"":""25-34"",""gender"":""female"",""percentage"":0.00594},{""age"":""25-34"",""gender"":""male"",""percentage"":0.278618},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00054},{""age"":""35-44"",""gender"":""female"",""percentage"":0.009719},{""age"":""35-44"",""gender"":""male"",""percentage"":0.24514},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.00162},{""age"":""45-54"",""gender"":""female"",""percentage"":0.008099},{""age"":""45-54"",""gender"":""male"",""percentage"":0.163607},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.00054},{""age"":""55-64"",""gender"":""female"",""percentage"":0.007019},{""age"":""55-64"",""gender"":""male"",""percentage"":0.106371},{""age"":""65+"",""gender"":""female"",""percentage"":0.008099},{""age"":""65+"",""gender"":""male"",""percentage"":0.044816}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-17,2024-10-17,2024-10-18,0.394709
1.26682E+15,399431833254128,Right For America PAC,2024-10-26,2024-10-26,2024-10-31,Right for America,"⚠ Kamala Harris' reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",Kamala's Border Record,learnaboutkamala.com,"Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...","lower_bound: 15000, upper_bound: 19999","lower_bound: 600, upper_bound: 699",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.005627},{""age"":""18-24"",""gender"":""male"",""percentage"":0.078962},{""age"":""25-34"",""gender"":""female"",""percentage"":0.019604},{""age"":""25-34"",""gender"":""male"",""percentage"":0.354692},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001997},{""age"":""35-44"",""gender"":""female"",""percentage"":0.018424},{""age"":""35-44"",""gender"":""male"",""percentage"":0.273825},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002178},{""age"":""45-54"",""gender"":""female"",""percentage"":0.014975},{""age"":""45-54"",""gender"":""male"",""percentage"":0.119441},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000272},{""age"":""55-64"",""gender"":""female"",""percentage"":0.008168},{""age"":""55-64"",""gender"":""male"",""percentage"":0.066528},{""age"":""65+"",""gender"":""female"",""percentage"":0.005264},{""age"":""65+"",""gender"":""male"",""percentage"":0.029588},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000454}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-26,2024-10-26,2024-10-31,0.433654
1.27172E+15,399431833254128,Right For America PAC,2024-10-16,2024-10-16,2024-10-17,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.002412},{""age"":""45-54"",""gender"":""female"",""percentage"":0.003215},{""age"":""65+"",""gender"":""male"",""percentage"":0.07717},{""age"":""65+"",""gender"":""female"",""percentage"":0.000804},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001608},{""age"":""55-64"",""gender"":""male"",""percentage"":0.117363},{""age"":""55-64"",""gender"":""female"",""percentage"":0.002412},{""age"":""45-54"",""gender"":""male"",""percentage"":0.140675},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001608},{""age"":""18-24"",""gender"":""male"",""percentage"":0.159164},{""age"":""35-44"",""gender"":""male"",""percentage"":0.182476},{""age"":""35-44"",""gender"":""female"",""percentage"":0.005627},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000804},{""age"":""25-34"",""gender"":""male"",""percentage"":0.290193},{""age"":""25-34"",""gender"":""female"",""percentage"":0.012862},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000804},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000804}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-16,2024-10-16,2024-10-17,0.449357
1.27372E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 2000, upper_bound: 2999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.054054},{""age"":""45-54"",""gender"":""male"",""percentage"":0.116313},{""age"":""65+"",""gender"":""male"",""percentage"":0.042471},{""age"":""65+"",""gender"":""female"",""percentage"":0.035714},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001448},{""age"":""55-64"",""gender"":""male"",""percentage"":0.083494},{""age"":""55-64"",""gender"":""female"",""percentage"":0.045367},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001448},{""age"":""45-54"",""gender"":""female"",""percentage"":0.066602},{""age"":""18-24"",""gender"":""male"",""percentage"":0.061293},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000965},{""age"":""35-44"",""gender"":""male"",""percentage"":0.120656},{""age"":""35-44"",""gender"":""female"",""percentage"":0.084459},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001448},{""age"":""25-34"",""gender"":""male"",""percentage"":0.174228},{""age"":""25-34"",""gender"":""female"",""percentage"":0.107143},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000965},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001931}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-17,2024-10-17,2024-10-18,0.235521
1.30634E+15,399431833254128,Right For America PAC,2024-10-28,2024-10-28,2024-10-30,Right for America,"⚠ Kamala Harris' failed immigration policies have been a disaster, and you are paying the price.,⚠ Kamala Harris' failed immigration policies have been a disaster, and you are paying the price.",,learnaboutkamala.com,"Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...,Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.032258},{""age"":""18-24"",""gender"":""male"",""percentage"":0.048387},{""age"":""25-34"",""gender"":""female"",""percentage"":0.08871},{""age"":""25-34"",""gender"":""male"",""percentage"":0.177419},{""age"":""35-44"",""gender"":""female"",""percentage"":0.153226},{""age"":""35-44"",""gender"":""male"",""percentage"":0.217742},{""age"":""45-54"",""gender"":""female"",""percentage"":0.072581},{""age"":""45-54"",""gender"":""male"",""percentage"":0.080645},{""age"":""55-64"",""gender"":""female"",""percentage"":0.040323},{""age"":""55-64"",""gender"":""male"",""percentage"":0.024194},{""age"":""65+"",""gender"":""female"",""percentage"":0.040323},{""age"":""65+"",""gender"":""male"",""percentage"":0.016129},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.008065}","{""region"":""Arizona"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-28,2024-10-28,2024-10-30,0.225806
1.33493E+15,399431833254128,Right For America PAC,2024-10-26,2024-10-26,2024-10-31,Right for America,"⚠ Kamala Harris' reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",Kamala's Border Record,learnaboutkamala.com,"Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...","lower_bound: 10000, upper_bound: 14999","lower_bound: 400, upper_bound: 499",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.005725},{""age"":""45-54"",""gender"":""male"",""percentage"":0.13188},{""age"":""65+"",""gender"":""male"",""percentage"":0.027822},{""age"":""65+"",""gender"":""female"",""percentage"":0.00221},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000301},{""age"":""55-64"",""gender"":""male"",""percentage"":0.066794},{""age"":""55-64"",""gender"":""female"",""percentage"":0.00462},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000402},{""age"":""45-54"",""gender"":""female"",""percentage"":0.007533},{""age"":""18-24"",""gender"":""male"",""percentage"":0.133286},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001507},{""age"":""35-44"",""gender"":""male"",""percentage"":0.253716},{""age"":""35-44"",""gender"":""female"",""percentage"":0.008839},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001306},{""age"":""25-34"",""gender"":""male"",""percentage"":0.341804},{""age"":""25-34"",""gender"":""female"",""percentage"":0.011249},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000904},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.0001}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-26,2024-10-26,2024-10-31,0.47509
1.44665E+15,399431833254128,Right For America PAC,2024-10-16,2024-10-16,2024-10-18,Right for America,"⚠ Kamala’s reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",,www.learnaboutkamala.com,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.008421},{""age"":""18-24"",""gender"":""male"",""percentage"":0.138947},{""age"":""25-34"",""gender"":""female"",""percentage"":0.011579},{""age"":""25-34"",""gender"":""male"",""percentage"":0.313684},{""age"":""35-44"",""gender"":""female"",""percentage"":0.003158},{""age"":""35-44"",""gender"":""male"",""percentage"":0.202105},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.003158},{""age"":""45-54"",""gender"":""female"",""percentage"":0.005263},{""age"":""45-54"",""gender"":""male"",""percentage"":0.135789},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001053},{""age"":""55-64"",""gender"":""female"",""percentage"":0.004211},{""age"":""55-64"",""gender"":""male"",""percentage"":0.1},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001053},{""age"":""65+"",""gender"":""female"",""percentage"":0.002105},{""age"":""65+"",""gender"":""male"",""percentage"":0.068421},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.001053}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-16,2024-10-16,2024-10-18,0.452631
1.45062E+15,399431833254128,Right For America PAC,2024-10-17,2024-10-17,2024-10-18,Right for America,"⚠ Kamala’s reckless policies have turned our southern border into a gateway for crime, chaos, and unchecked illegal immigration.",,www.learnaboutkamala.com,,"lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.035294},{""age"":""18-24"",""gender"":""male"",""percentage"":0.064706},{""age"":""25-34"",""gender"":""female"",""percentage"":0.058824},{""age"":""25-34"",""gender"":""male"",""percentage"":0.158824},{""age"":""35-44"",""gender"":""female"",""percentage"":0.082353},{""age"":""35-44"",""gender"":""male"",""percentage"":0.123529},{""age"":""45-54"",""gender"":""female"",""percentage"":0.058824},{""age"":""45-54"",""gender"":""male"",""percentage"":0.088235},{""age"":""55-64"",""gender"":""female"",""percentage"":0.1},{""age"":""55-64"",""gender"":""male"",""percentage"":0.088235},{""age"":""65+"",""gender"":""female"",""percentage"":0.064706},{""age"":""65+"",""gender"":""male"",""percentage"":0.076471}","{""region"":""Georgia"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-17,2024-10-17,2024-10-18,0.22353
1.46035E+15,399431833254128,Right For America PAC,2024-10-16,2024-10-16,2024-10-17,Right for America,"⚠ Con-mala Harris is lying about fracking, healthcare, policing, and immigration. Get the facts—click to see how her record really stacks up.",,www.learnaboutkamala.com,,"lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.000983},{""age"":""18-24"",""gender"":""male"",""percentage"":0.053097},{""age"":""25-34"",""gender"":""female"",""percentage"":0.00295},{""age"":""25-34"",""gender"":""male"",""percentage"":0.231072},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001967},{""age"":""35-44"",""gender"":""female"",""percentage"":0.009833},{""age"":""35-44"",""gender"":""male"",""percentage"":0.242871},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.000983},{""age"":""45-54"",""gender"":""female"",""percentage"":0.006883},{""age"":""45-54"",""gender"":""male"",""percentage"":0.193707},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.00295},{""age"":""55-64"",""gender"":""female"",""percentage"":0.004916},{""age"":""55-64"",""gender"":""male"",""percentage"":0.165192},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000983},{""age"":""65+"",""gender"":""female"",""percentage"":0.0059},{""age"":""65+"",""gender"":""male"",""percentage"":0.075713}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en,2024-10-16,2024-10-16,2024-10-17,0.284169
1.49178E+15,399431833254128,Right For America PAC,2024-10-26,2024-10-26,2024-10-30,Right for America,"⚠ Kamala Harris' failed immigration policies have been a disaster, and you are paying the price.,⚠ Kamala Harris' failed immigration policies have been a disaster, and you are paying the price.",,learnaboutkamala.com,"Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...,Under Kamala Harris' leadership, American families are facing unprecedented financial hardships. Her reckless economic policies have driven the cost of living to unbearable heights, forcing parents to struggle just to put food on the table and send their kids to school. Under Kamala Harris' leadersh...","lower_bound: 10000, upper_bound: 14999","lower_bound: 500, upper_bound: 599",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.048168},{""age"":""45-54"",""gender"":""male"",""percentage"":0.087637},{""age"":""65+"",""gender"":""male"",""percentage"":0.059476},{""age"":""65+"",""gender"":""female"",""percentage"":0.053713},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000544},{""age"":""55-64"",""gender"":""male"",""percentage"":0.06937},{""age"":""55-64"",""gender"":""female"",""percentage"":0.050343},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001631},{""age"":""45-54"",""gender"":""female"",""percentage"":0.05567},{""age"":""18-24"",""gender"":""male"",""percentage"":0.068283},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002175},{""age"":""35-44"",""gender"":""male"",""percentage"":0.131673},{""age"":""35-44"",""gender"":""female"",""percentage"":0.082201},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.002283},{""age"":""25-34"",""gender"":""male"",""percentage"":0.171251},{""age"":""25-34"",""gender"":""female"",""percentage"":0.112972},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.001631},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000979}","{""region"":""Pennsylvania"",""percentage"":1}","facebook,instagram","lower_bound: 100001, upper_bound: 500000",en,2024-10-26,2024-10-26,2024-10-30,0.239534
